,asset_name,category,description,address,latitude,longitude,website,source_type,community_geo_id,asset_id,asset_type,generated_timestamp
0,Conn Area Catholic School,Education and workforce development,Private school,"613 E CRAWFORD AVE, CONNELLSVILLE",40.026792,-79.580071,,NCES Common Core of Data API,4278528,19aa7a34-b6a1-4c75-a38a-ecf849cb25f6,Tangible,2024-02-15 16:13:13.758095
1,New Meadow Run School,Education and workforce development,Private school,"101 NEW MEADOW RUN DR, FARMINGTON",39.80356,-79.556781,,NCES Common Core of Data API,4278528,e4649e8f-8abb-488b-9b3b-91ec199cc0b6,Tangible,2024-02-15 16:13:13.758095
2,Verna Montessori School,Education and workforce development,Private school,"268 PRITTSTOWN RD, MOUNT PLEASANT",40.094165,-79.540454,,NCES Common Core of Data API,4278528,c2459a78-f7c2-48d8-9760-2dfb46467dc0,Tangible,2024-02-15 16:13:13.758095
3,Mt Carmel Christian School,Education and workforce development,Private school,"1231 MOUNT PLEASANT RD, MOUNT PLEASANT",40.098516,-79.555453,,NCES Common Core of Data API,4278528,c717d11b-8342-4e0d-804f-4f50bd67e769,Tangible,2024-02-15 16:13:13.758095
4,Mount Moriah Christian School,Education and workforce development,Private school,"30 CHURCH ST, SMITHFIELD",39.803629,-79.812238,,NCES Common Core of Data API,4278528,2fe5b5c8-5dca-4998-9358-4f8057f95335,Tangible,2024-02-15 16:13:13.758095
5,Bible Baptist Academy,Education and workforce development,Private school,"1 EVERGREEN TER, UNIONTOWN",39.9,-79.733851,,NCES Common Core of Data API,4278528,f637ab36-f3cd-408f-845e-9fedefdeb92f,Tangible,2024-02-15 16:13:13.758095
6,New Directions,Education and workforce development,Private school,"125 CHAFFEE ST, UNIONTOWN",39.893429,-79.703286,,NCES Common Core of Data API,4278528,825ebf5c-b3b8-4f28-aa5e-9787c43d4511,Tangible,2024-02-15 16:13:13.758095
7,Champion Christian School,Education and workforce development,Private school,"2166 INDIAN HEAD RD, CHAMPION",40.024083,-79.382033,,NCES Common Core of Data API,4278528,e6ce2517-43dd-4d1d-b817-cbcff321b0b5,Tangible,2024-02-15 16:13:13.758095
8,Ag Montessori School,Education and workforce development,Private school,"199 EDISON ST, UNIONTOWN",39.91761,-79.694531,,NCES Common Core of Data API,4278528,767d6c36-620b-46d9-8bad-10c9e6e5c263,Tangible,2024-02-15 16:13:13.758095
9,Chestnut Ridge Christian Academy,Education and workforce development,Private school,"115 DOWNER AVE, UNIONTOWN",39.90828,-79.731001,,NCES Common Core of Data API,4278528,7b7350a2-93f9-4f99-9fa5-f6cffc0d4501,Tangible,2024-02-15 16:13:13.758095
0,Albert Gallatin North Ms,Education and workforce development,Public school,"113 College Avenue, McClellandtown",39.884972,-79.871932,,NCES Common Core of Data API,4278528,4794f886-eb38-465b-a809-7bfa19a54ffa,Tangible,2024-02-15 16:13:13.758095
1,Albert Gallatin South Ms,Education and workforce development,Public school,"224 New Geneva Road, Point Marion",39.7783,-79.9185,,NCES Common Core of Data API,4278528,011ec7d9-2be1-43e9-939e-4e984c034d1a,Tangible,2024-02-15 16:13:13.758095
2,George J Plava El Sch,Education and workforce development,Public school,"120 Puritan Rd, Mc Clellandtown",39.8848,-79.8633,,NCES Common Core of Data API,4278528,8d855923-da0f-44ec-888a-9061843ecf3b,Tangible,2024-02-15 16:13:13.758095
3,Smithfield El Sch,Education and workforce development,Public school,"23 Liberty St, Smithfield",39.8026,-79.8047,,NCES Common Core of Data API,4278528,c0935dff-db05-4a06-884e-a26e8952fdb7,Tangible,2024-02-15 16:13:13.758095
4,Friendship Hill El Sch,Education and workforce development,Public school,"218 New Geneva Rd, Point Marion",39.7798,-79.918,,NCES Common Core of Data API,4278528,54690457-9195-4996-be1c-1d4baa128bcb,Tangible,2024-02-15 16:13:13.758095
5,Albert Gallatin Area Shs,Education and workforce development,Public school,"1119 Twp Dr, Uniontown",39.8273,-79.7849,,NCES Common Core of Data API,4278528,17573833-dac8-4bd3-978d-51c640f3a0a5,Tangible,2024-02-15 16:13:13.758095
6,Masontown El Sch,Education and workforce development,Public school,"201 Spring St, Masontown",39.8482,-79.9029,,NCES Common Core of Data API,4278528,57ccdc66-73f5-428f-bf26-89c817b72038,Tangible,2024-02-15 16:13:13.758095
7,Marion El Sch,Education and workforce development,Public school,"500 Perry Ave, Belle Vernon",40.1129,-79.8324,,NCES Common Core of Data API,4278528,7efa7335-14b8-40b4-aec3-c058da99922f,Tangible,2024-02-15 16:13:13.758095
8,Brownsville Area Ms,Education and workforce development,Public school,"Three Falcon Drive, Brownsville",40.007,-79.8933,,NCES Common Core of Data API,4278528,08d0aa16-9b8b-4aeb-ae30-2a5c6be2cc2d,Tangible,2024-02-15 16:13:13.758095
9,Brownsville Area Hs,Education and workforce development,Public school,"One Falcon Drive, Brownsville",40.0064,-79.8939,,NCES Common Core of Data API,4278528,74405699-ebc2-4bab-b62b-8d4e7c9025ca,Tangible,2024-02-15 16:13:13.758095
10,Bullskin El Sch,Education and workforce development,Public school,"125 Pleasant Valley Rd, Connellsville",40.0567,-79.5593,,NCES Common Core of Data API,4278528,0e829ea0-d75d-48d9-a4d9-f6c350732221,Tangible,2024-02-15 16:13:13.758095
11,Connellsville Area Ms,Education and workforce development,Public school,"Locust Street Extension, Connellsville",40.0224,-79.5703,,NCES Common Core of Data API,4278528,313166d3-c559-479f-89e3-f186270a14f8,Tangible,2024-02-15 16:13:13.758095
12,Springfield El Sch,Education and workforce development,Public school,"14 School House Road, Normalville",39.9995,-79.4475,,NCES Common Core of Data API,4278528,96fc8068-316c-4f2f-8bc5-b491c21d40e0,Tangible,2024-02-15 16:13:13.758095
13,West Crawford El Sch,Education and workforce development,Public school,"215 Falls Avenue, Connellsville",40.011559,-79.616207,,NCES Common Core of Data API,4278528,086ecff1-b33f-4288-9510-a7f5fbd69633,Tangible,2024-02-15 16:13:13.758095
14,Dunbar Twp El Sch,Education and workforce development,Public school,"711 Ridge Blvd, Connellsville",40.0203,-79.618,,NCES Common Core of Data API,4278528,5863c526-b4c8-49f0-8dc7-6c71f61c9c07,Tangible,2024-02-15 16:13:13.758095
15,Connellsville Area Shs,Education and workforce development,Public school,"201 Falcon Drive, Connellsville",40.0249,-79.5742,,NCES Common Core of Data API,4278528,beb069d2-46ad-467a-b84f-dcc1c9ed6e92,Tangible,2024-02-15 16:13:13.758095
16,Frazier Hs,Education and workforce development,Public school,"142 Constitution St, Perryopolis",40.088222,-79.755003,,NCES Common Core of Data API,4278528,b227b415-11b6-4f5b-9e37-f706a55d142b,Tangible,2024-02-15 16:13:13.758095
17,Frazier El Sch,Education and workforce development,Public school,"142 Constitution St, Perryopolis",40.088222,-79.755003,,NCES Common Core of Data API,4278528,8a25c77c-1a65-4ee4-bffa-0ef0f4b90cc8,Tangible,2024-02-15 16:13:13.758095
18,Frazier Ms,Education and workforce development,Public school,"142 Constitution St, Perryopolis",40.088132,-79.754155,,NCES Common Core of Data API,4278528,932fbb4a-31db-45c1-a4a9-001a257f090a,Tangible,2024-02-15 16:13:13.758095
19,Clark El Sch,Education and workforce development,Public school,"200 Water St, Uniontown",39.9124,-79.7033,,NCES Common Core of Data API,4278528,8aeb1367-6adb-4016-ad3d-163c699e6185,Tangible,2024-02-15 16:13:13.758095
20,Hatfield El Sch,Education and workforce development,Public school,"370 Derrick Ave, Uniontown",39.8797,-79.7279,,NCES Common Core of Data API,4278528,0f47286a-4257-4e45-bbac-95b7c8c625b6,Tangible,2024-02-15 16:13:13.758095
21,Hutchinson El Sch,Education and workforce development,Public school,"213 Mountain View Road, Uniontown",39.8612,-79.7083,,NCES Common Core of Data API,4278528,0d743d33-a55b-48a5-983b-cf896a8b5c15,Tangible,2024-02-15 16:13:13.758095
22,Marshall El Sch,Education and workforce development,Public school,"335 Park Street, Uniontown",39.9246,-79.6827,,NCES Common Core of Data API,4278528,2737fc13-5a8a-491b-b9f1-bba79a80e319,Tangible,2024-02-15 16:13:13.758095
23,Laurel Highlands Ms,Education and workforce development,Public school,"18-20 Hookton Avenue, Uniontown",39.8937,-79.7531,,NCES Common Core of Data API,4278528,454c5993-f3b2-441f-a652-db84be42f0dd,Tangible,2024-02-15 16:13:13.758095
24,Laurel Highlands Shs,Education and workforce development,Public school,"300 Bailey Ave, Uniontown",39.9071,-79.7101,,NCES Common Core of Data API,4278528,2932c1ee-4cbb-48be-b962-a0ee0d9039e2,Tangible,2024-02-15 16:13:13.758095
25,Marclay Sch,Education and workforce development,Public school,"111 Bruceton Road, Markleysburg",39.753871,-79.442661,,NCES Common Core of Data API,4278528,e7f27def-27dc-4224-96e0-6e5dd8826628,Tangible,2024-02-15 16:13:13.758095
26,Menallen Sch,Education and workforce development,Public school,"7527 National Pike, Uniontown",39.9388,-79.7815,,NCES Common Core of Data API,4278528,552303b2-35d1-4d3b-8652-40ca3ae4d41a,Tangible,2024-02-15 16:13:13.758095
27,Ben Franklin Sch,Education and workforce development,Public school,"351 Morgantown St, Uniontown",39.8915,-79.7335,,NCES Common Core of Data API,4278528,88f76af9-cf7c-4176-939d-b383840cfd99,Tangible,2024-02-15 16:13:13.758095
28,Uniontown Area Shs,Education and workforce development,Public school,"146 E Fayette St, Uniontown",39.8959,-79.7195,,NCES Common Core of Data API,4278528,6a0eb43b-567b-4b5d-8daf-b44d54f0a12d,Tangible,2024-02-15 16:13:13.758095
29,Wharton Sch,Education and workforce development,Public school,"136 Elliotsville Road, Farmington",39.804,-79.5684,,NCES Common Core of Data API,4278528,d683b616-2ba8-4c7d-b29f-8b367a69d154,Tangible,2024-02-15 16:13:13.758095
30,Franklin Sch,Education and workforce development,Public school,"242 Buena Vista Road, Vanderbilt",40.0207,-79.7146,,NCES Common Core of Data API,4278528,c6a9ebff-c310-45f6-8e13-e6c0e4974445,Tangible,2024-02-15 16:13:13.758095
31,A J Mcmullen Sch,Education and workforce development,Public school,"4773 National Pike, Markleysburg",39.7742,-79.4866,,NCES Common Core of Data API,4278528,9d73a255-5713-4a2a-852e-69c15ac4d95e,Tangible,2024-02-15 16:13:13.758095
32,Connellsville Area Career & Technical Ce,Education and workforce development,Public school,"720 Locust Street, Connellsville",40.025412,-79.570014,,NCES Common Core of Data API,4278528,c2a67313-dec6-4a88-98fe-dc2a1d42092d,Tangible,2024-02-15 16:13:13.758095
33,Fayette County Career & Technical Instit,Education and workforce development,Public school,"175 Georges Fairchance Road, Uniontown",39.8614,-79.7411,,NCES Common Core of Data API,4278528,ccef21d1-700b-4199-86a1-ae5432dc7f0a,Tangible,2024-02-15 16:13:13.758095
34,Lafayette El Sch,Education and workforce development,Public school,"303 Connellsville St, Uniontown",39.901383,-79.70594,,NCES Common Core of Data API,4278528,bc946c93-576e-4428-85d6-776912cbc2c7,Tangible,2024-02-15 16:13:13.758095
35,Lafayette Ms,Education and workforce development,Public school,"303 Connellsville St, Uniontown",39.901383,-79.70594,,NCES Common Core of Data API,4278528,ec101032-b945-4768-b49a-5c82f020a068,Tangible,2024-02-15 16:13:13.758095
36,Belle Vernon Area Ms,Education and workforce development,Public school,"500 Perry Ave, Belle Vernon",40.1129,-79.8324,,NCES Common Core of Data API,4278528,13aeb111-1e48-4bde-ac43-461de7ac1c90,Tangible,2024-02-15 16:13:13.758095
37,A L Wilson El Sch,Education and workforce development,Public school,"100 Al Wilson Drive, Fairchance",39.832198,-79.74447,,NCES Common Core of Data API,4278528,cfae6768-8a5e-4ad9-913f-e3b587715a5b,Tangible,2024-02-15 16:13:13.758095
38,Brownsville Area El Sch,Education and workforce development,Public school,"7 Falcon Drive, Brownsville",40.008689,-79.894545,,NCES Common Core of Data API,4278528,3140508c-f0fc-48db-84c0-85b10aeef5d2,Tangible,2024-02-15 16:13:13.758095
0,Pennsylvania State University-Penn State Fayette- Eberly,Education and workforce development,Postsecondary school,"2201 University Drive, Lemont Furnace",39.946455,-79.659317,,NCES Common Core of Data API,4278528,5a7b1c41-01da-426f-a849-8c9b69faf47a,Tangible,2024-02-15 16:13:13.758095
1,Fayette County Career & Technical Institute Practical Nursing Program,Education and workforce development,Postsecondary school,"175 Georges Fairchance Rd, Uniontown",39.860976,-79.741718,,NCES Common Core of Data API,4278528,cf1b0b9a-9982-4639-becb-88df0a9dd0ea,Tangible,2024-02-15 16:13:13.758095
2,Laurel Business Institute,Education and workforce development,Postsecondary school,"11 East Penn St, Uniontown",39.90248,-79.724907,,NCES Common Core of Data API,4278528,2fd63b8e-cea2-4213-a6e7-6e5b5fc701a9,Tangible,2024-02-15 16:13:13.758095
3,West Virginia Junior College-United Career Institute,Education and workforce development,Postsecondary school,"Mount Braddock Road, Mount Braddock",39.950525,-79.652374,,NCES Common Core of Data API,4278528,79f6aa99-3631-4261-963f-68f19ff314a8,Tangible,2024-02-15 16:13:13.758095
0,Basketball Court,Sports and recreation,,"97 Oliver Rd, Uniontown",39.921275,-79.72148399999999,,Google API,4278528,fefe17ff-a261-408a-a95e-ead42ab6fc55,Tangible,2024-02-15 16:13:13.758095
1,Basketball Court,Sports and recreation,,"35 Eggleston St, Uniontown",39.8941779,-79.74939409999999,,Google API,4278528,24c2961e-6b10-45da-8952-5e782a73e2d0,Tangible,2024-02-15 16:13:13.758095
2,Grant Street Park,Sports and recreation,,Uniontown,39.8932004,-79.7198571,,Google API,4278528,90fe275c-9599-495c-86b2-095083e89ee4,Tangible,2024-02-15 16:13:13.758095
3,Areford Community Park,Sports and recreation,,"20-30 Eggleston St, Uniontown",39.8946973,-79.7492429,https://www.southuniontwp.com/index.php/our-area/parks,Google API,4278528,71df3b23-59b6-4748-90bd-16c0e15a28bd,Tangible,2024-02-15 16:13:13.758095
4,Leith Park,Sports and recreation,,"Leith St, Leith-Hatfield",39.8878752,-79.71954819999999,,Google API,4278528,226b2e4e-e679-4031-a40d-054fca02f84b,Tangible,2024-02-15 16:13:13.758095
6,North Union Township Recreation Center,Sports and recreation,,"120 Commonwealth Dr, Lemont Furnace",39.9217985,-79.6729277,http://www.northunionreccenter.com/,Google API,4278528,c5330cca-9b8a-4fca-be6b-19cc8e42bc8c,Tangible,2024-02-15 16:13:13.758095
7,Phillips Ballfield,Sports and recreation,,"104 Peach Ln, Uniontown",39.9399786,-79.7295863,,Google API,4278528,d9b8ddaa-f58a-4d67-9111-ced010695d59,Tangible,2024-02-15 16:13:13.758095
8,Tennis Court,Sports and recreation,,"61 Garard Ave, Uniontown",39.893984,-79.74985769999999,,Google API,4278528,7519ab93-13c9-43b5-b2d4-2cb96545d13c,Tangible,2024-02-15 16:13:13.758095
11,South Union Township Sports Academy,Sports and recreation,,"181 Stadium Dr, Uniontown",39.864876,-79.71351539999999,,Google API,4278528,4a731fbf-cafd-4c09-824d-88067c0f9b10,Tangible,2024-02-15 16:13:13.758095
12,William I. Menarchek Jr. Memorial Soccer Complex - Fayette County Youth Soccer Club,Sports and recreation,,"161 Township Dr, Uniontown",39.8819907,-79.7165958,,Google API,4278528,c78efef8-e452-4692-9ba1-8ec07444c1e3,Tangible,2024-02-15 16:13:13.758095
13,Fayette County Youth Soccer Club,Sports and recreation,,"201 Township Dr Exd, Uniontown",39.878376,-79.71361180000001,http://www.fcysc.com/,Google API,4278528,043ab2ab-1c0f-4cec-b393-27160d14595c,Tangible,2024-02-15 16:13:13.758095
15,Mustang Stadium,Sports and recreation,,"W75Q+HC, Oliver",39.908904,-79.71142010000001,,Google API,4278528,37915213-c00a-40a4-a128-9ad57c67a358,Tangible,2024-02-15 16:13:13.758095
18,Professional Auto Heavy Wrecker Towing,Sports and recreation,,"11 Stadium Dr, Uniontown",39.8729232,-79.7140237,http://www.aprofessionalautotowing.com/,Google API,4278528,7494dea0-d052-4bda-87a6-86ee31730e53,Tangible,2024-02-15 16:13:13.758095
19,Marshall Playground,Sports and recreation,,"335 Park St, Uniontown",39.9252549,-79.683578,,Google API,4278528,cf5378b7-e1be-495b-b21f-b8ec53c5c06d,Tangible,2024-02-15 16:13:13.758095
20,Mill St Play Park,Sports and recreation,,"102 Mill St, Uniontown",39.898572,-79.7306488,,Google API,4278528,ca43607b-f335-4447-ab9d-313c5076a77b,Tangible,2024-02-15 16:13:13.758095
22,Eberly Park,Sports and recreation,,"Uniontown Ballfield, 100-168 Oliver Blvd, Uniontown",39.9219788,-79.722509,,Google API,4278528,501a4915-d002-4952-a1cd-95c979d3e70e,Tangible,2024-02-15 16:13:13.758095
25,Eberly Square,Sports and recreation,,"4 N Beeson Ave, Uniontown",39.9013189,-79.7253441,,Google API,4278528,b650cbda-5cf8-4a82-8c8f-13552204e512,Tangible,2024-02-15 16:13:13.758095
26,Lemon Street Park,Sports and recreation,,"74 Lemon St, Uniontown",39.90666299999999,-79.718577,,Google API,4278528,c1f28105-03dc-4bad-b903-03b5e341b824,Tangible,2024-02-15 16:13:13.758095
28,Spunky Monkey,Sports and recreation,,"6 Oliver Rd, Uniontown",39.9267802,-79.7262148,http://spunkymonkeyfuncenter.com/,Google API,4278528,0bc8f279-b839-4756-8002-231a4eacf56e,Tangible,2024-02-15 16:13:13.758095
29,Playground Turf Warehouse Uniontown,Sports and recreation,,"350 W Berkeley St, Uniontown",39.9007324,-79.7356717,,Google API,4278528,4b904c86-a164-4cf5-b609-761a04fcb25a,Tangible,2024-02-15 16:13:13.758095
30,Mahoney Paid Lakes,Sports and recreation,,"4 Speedway Blvd, Uniontown",39.8890847,-79.7058105,,Google API,4278528,2bf8c389-4eba-48e7-9502-eb8a4dd641f2,Tangible,2024-02-15 16:13:13.758095
31,Valley Pool & Spa - Uniontown,Sports and recreation,,"712 W Main St, Uniontown",39.9150427,-79.7502654,http://valleypoolspa.com/,Google API,4278528,e2978b63-ea18-4274-b590-6e63291aaea6,Tangible,2024-02-15 16:13:13.758095
32,Uniontown Area YMCA,Sports and recreation,,"1 YMCA Ln, Uniontown",39.8961502,-79.74156479999999,http://www.uniontownymca.org/,Google API,4278528,f3f9a8a3-25b8-4a24-b286-7e467500db36,Tangible,2024-02-15 16:13:13.758095
36,War memorial,Culture and history,,"57 E Main St, Uniontown",39.9014819,-79.7233143,,Google API,4278528,6b133b61-620e-4eee-a29d-c91c9a1c5e6d,Tangible,2024-02-15 16:13:13.758095
37,George C Marshall Memorial statue,Culture and history,,Uniontown,39.9012634,-79.7265447,,Google API,4278528,c004c611-6f97-4555-9a15-728d13c629a7,Tangible,2024-02-15 16:13:13.758095
38,Fayette County fireman's memorial,Culture and history,,"61 E Main St # 3G, Uniontown",39.90119079999999,-79.7225086,,Google API,4278528,d61cfb49-ff0b-4672-bd8f-b5cde75d2021,Tangible,2024-02-15 16:13:13.758095
39,William I. Menarchek Jr. Memorial Soccer Complex - Fayette County Youth Soccer Club,Culture and history,,"161 Township Dr, Uniontown",39.8819907,-79.7165958,,Google API,4278528,6976b25b-4a5b-401b-977e-4324e6449e18,Tangible,2024-02-15 16:13:13.758095
40,Marshall Monuments,Culture and history,,"50 E Fayette St, Uniontown",39.8975334,-79.7241667,https://marshallsmonuments.net/,Google API,4278528,1f0c0f99-9809-4042-93c0-7a53f2552640,Tangible,2024-02-15 16:13:13.758095
41,Holy Society Cemetery,Culture and history,,"308 Bennington Rd, Hopwood",39.8791055,-79.68423820000001,,Google API,4278528,8c1c8d13-c74a-4157-944a-dc7d631e00df,Tangible,2024-02-15 16:13:13.758095
42,Old Methodist Cemetery,Culture and history,,"60 W Peter St, Uniontown",39.9017635,-79.7284904,,Google API,4278528,5d797ca6-ad7f-42d1-9c34-9d94a43fd7a0,Tangible,2024-02-15 16:13:13.758095
43,Hopwood Cemetery,Culture and history,,Hopwood,39.8772722,-79.697024,,Google API,4278528,00fadf33-df7c-4f6e-b660-7863ee5f6205,Tangible,2024-02-15 16:13:13.758095
50,Mr. Tire Auto Service Centers,Culture and history,,"350 Pittsburgh St, Uniontown",39.9131928,-79.72500169999999,https://locations.mrtire.com/pa/uniontown/350-pittsburgh-st?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_698,Google API,4278528,12eb160b-0a6e-4bad-8bae-d20ac6a1bca7,Tangible,2024-02-15 16:13:13.758095
53,State Theatre Center For the Arts,Culture and history,,"37 E Main St, Uniontown",39.901564,-79.72450099999999,http://www.statetheatre.info/,Google API,4278528,ce214f0b-7ea1-43cc-929f-d62faacc1e0b,Tangible,2024-02-15 16:13:13.758095
58,Coal & Coke Heritage Center,Culture and history,,"2201 University Dr, Lemont Furnace",39.9460506,-79.65597439999999,https://fayette.psu.edu/visit/coalandcoke,Google API,4278528,22560568-6ea0-4ed5-93e3-01101b12b58e,Tangible,2024-02-15 16:13:13.758095
59,"Searights Tollhouse, National Road",Culture and history,,"7328 National Pike E, Uniontown",39.94729,-79.7940971,,Google API,4278528,06d74306-8a3d-4803-af7f-b87a1b4f48f2,Tangible,2024-02-15 16:13:13.758095
60,Historic Stone Chimneys,Culture and history,,"US-40, Hopwood",39.8656499,-79.6832319,,Google API,4278528,de8cb450-e58f-490d-b4f4-2317f8d91452,Tangible,2024-02-15 16:13:13.758095
61,Adam Clarke Nutt Mansion,Culture and history,,"6-98 Nutt Ave, Uniontown",39.8987352,-79.73575559999999,,Google API,4278528,f32ede12-e72a-4fc4-85a3-034ea9278ab9,Tangible,2024-02-15 16:13:13.758095
62,Historic Downtown UnionTown,Culture and history,,"57 E Main St, Uniontown",39.9013634,-79.72351479999999,,Google API,4278528,e617d129-53b6-434b-921f-58b2ae1eeff1,Tangible,2024-02-15 16:13:13.758095
63,Gallery 86,Culture and history,,"86 W Main St, Uniontown",39.90121,-79.728455,,Google API,4278528,cf9a0046-b3a3-42a9-9083-c6748664b448,Tangible,2024-02-15 16:13:13.758095
64,Fort Gaddis Historical Marker,Culture and history,,"Morgantown Rd, Uniontown",39.8678162,-79.7441624,,Google API,4278528,637fbd3b-0054-4da5-9afe-927474c0583e,Tangible,2024-02-15 16:13:13.758095
65,Fayette County Sports Hall of Fame,Culture and history,,"24 Jefferson St, Uniontown",39.8993678,-79.7224501,,Google API,4278528,29cdc9b1-a549-45d5-81d6-56ddd7cb2874,Tangible,2024-02-15 16:13:13.758095
68,GoldiRock Records / Entertainment,Culture and history,,"39 W Main St, Uniontown",39.9010534,-79.726731,,Google API,4278528,a49aaafb-c967-41e6-8778-40e22bf0e998,Tangible,2024-02-15 16:13:13.758095
71,phoenix arts center,Culture and history,,"86 W Main St, Uniontown",39.901038,-79.7284373,,Google API,4278528,d1e7d608-a5f4-4020-82cf-6622e14aeef9,Tangible,2024-02-15 16:13:13.758095
73,Heritage,Culture and history,,"25 W Peter St, Uniontown",39.9013844,-79.72633019999999,,Google API,4278528,941cdab7-42f0-4d4d-916b-2a2902df9312,Tangible,2024-02-15 16:13:13.758095
74,The Brownstone Event Center,Culture and history,,"253 S Mt Vernon Ave, Uniontown",39.8950774,-79.7388921,https://the-olde-red-door-craft-gift-shop.business.site/?utm_source=gmb&utm_medium=referral,Google API,4278528,c39d91c6-3540-4044-959d-88ec0065ea30,Tangible,2024-02-15 16:13:13.758095
