,asset_name,category,description,address,latitude,longitude,website,source_type,community_geo_id,asset_id,asset_type,generated_timestamp
0,Central Christian Academy,Education and workforce development,Private school,"145 MCGOVERN RD, HOUSTON",40.2305,-80.217721,,NCES Common Core of Data API,4250408,c0128298-c181-444d-8748-56b4fe38cb2d,Tangible,41:41.9
1,Faith Christian School,Education and workforce development,Private school,"524 E BEAU ST, WASHINGTON",40.1752,-80.230901,,NCES Common Core of Data API,4250408,b9bafd46-18ab-4eeb-8560-36859015438f,Tangible,41:41.9
2,St Patrick School,Education and workforce development,Private school,"200 MURDOCK ST, CANONSBURG",40.25745,-80.194341,,NCES Common Core of Data API,4250408,2c3985d7-6f68-4e63-8e66-4894a614ed93,Tangible,41:41.9
3,Madonna Catholic Regional School,Education and workforce development,Private school,"731 CHESS ST, MONONGAHELA",40.204957,-79.932573,,NCES Common Core of Data API,4250408,15d5dbae-944a-45dd-9b91-c8d7b0c06b06,Tangible,41:41.9
4,Calvary Chapel Christian School,Education and workforce development,Private school,"205 NEWTOWN AVE, FREDERICKTOWN",39.993347,-79.99542,,NCES Common Core of Data API,4250408,b487c125-28fc-466e-bc6f-db5ac8f62c29,Tangible,41:41.9
5,Cornerstone Mennonite School,Education and workforce development,Private school,"647 ELDERSVILLE RD, BURGETTSTOWN",40.35763,-80.466491,,NCES Common Core of Data API,4250408,f9b6bd65-4e77-4dcc-9d5c-3635a19fabf4,Tangible,41:41.9
6,First Love Christian Academy,Education and workforce development,Private school,"150 SUNSET BLVD, WASHINGTON",40.194042,-80.253415,,NCES Common Core of Data API,4250408,ee359248-4104-44cf-9ded-e0d26c05ea49,Tangible,41:41.9
7,Kindercare Learning Center,Education and workforce development,Private school,"124 WILHAVEN RD, MCMURRAY",40.28561,-80.118201,,NCES Common Core of Data API,4250408,0470a51e-23fe-4678-93ac-22c426dd376d,Tangible,41:41.9
8,Transformation Learning,Education and workforce development,Private school,"3214 CONSTITUTION BLVD, CLAYSVILLE",40.154284,-80.370083,,NCES Common Core of Data API,4250408,78e7da10-7bb3-4420-9058-897a98c281c8,Tangible,41:41.9
9,Merakey,Education and workforce development,Private school,"3 OAK ST, ELLSWORTH",40.110223,-80.016626,,NCES Common Core of Data API,4250408,1a96625c-2f28-466b-9f3c-4bf7c68c4bf2,Tangible,41:41.9
10,Southwood School,Education and workforce development,Private school,"342 LINDEN CREEK RD, CANONSBURG",40.242966,-80.139918,,NCES Common Core of Data API,4250408,bef84e3b-0bb4-42f2-8457-e300a40201c5,Tangible,41:41.9
11,Tec Education Center,Education and workforce development,Private school,"330 CENTRAL AVE, WASHINGTON",40.175509,-80.238038,,NCES Common Core of Data API,4250408,384c7166-eadd-4b44-a791-f1e02048d4b9,Tangible,41:41.9
12,Gwens Montessori School,Education and workforce development,Private school,"860 ALLISON AVE, WASHINGTON",40.18099,-80.260571,,NCES Common Core of Data API,4250408,53503828-a9ce-4be8-baa1-0d7f56295f79,Tangible,41:41.9
0,California Area El Sch,Education and workforce development,Public school,"40 Trojan Way, Coal Center",40.047648,-79.927039,,NCES Common Core of Data API,4250408,2ea1dd4f-bb15-441c-95ba-740164782a3a,Tangible,41:41.9
1,North Strabane Intrmd Sch,Education and workforce development,Public school,"20 Giffin Drive, Canonsburg",40.2615,-80.167,,NCES Common Core of Data API,4250408,0bf0a23c-f360-4cf8-be01-2e63092146db,Tangible,41:41.9
2,Avella Area Jshs,Education and workforce development,Public school,"1000 Avella Rd, Avella",40.2735,-80.418,,NCES Common Core of Data API,4250408,76d62594-8e88-42dc-a503-5770385aa69c,Tangible,41:41.9
3,Avella El Center,Education and workforce development,Public school,"1000 Avella Rd, Avella",40.2742,-80.4185,,NCES Common Core of Data API,4250408,3dd99c7b-6d18-41ae-bb1d-d654d1c19320,Tangible,41:41.9
4,Bentworth El Ctr,Education and workforce development,Public school,"100 Bearcat Dr, Bentleyville",40.1265,-80.0294,,NCES Common Core of Data API,4250408,1a4e07d2-8ee3-4127-b6d7-dafc571d1451,Tangible,41:41.9
5,Bentworth Shs,Education and workforce development,Public school,"75 Bearcat Dr, Bentleyville",40.1245,-80.0205,,NCES Common Core of Data API,4250408,b2f02803-f372-4889-aa6a-3f1545bf7dd2,Tangible,41:41.9
6,Bentworth Ms,Education and workforce development,Public school,"563 LINCOLN AVENUE, BENTLEYVILLE",40.126462,-80.029394,,NCES Common Core of Data API,4250408,f6e38b78-49b7-4651-98f0-c956d00dac25,Tangible,41:41.9
7,Bethlehem-Center Shs,Education and workforce development,Public school,"179 Crawford Rd, Fredericktown",40.0195,-80.0284,,NCES Common Core of Data API,4250408,08a390d7-0d7c-4352-adc7-c8583de6563d,Tangible,41:41.9
8,Bethlehem-Center Ms,Education and workforce development,Public school,"136 Crawford Rd, Fredericktown",40.0218,-80.0251,,NCES Common Core of Data API,4250408,335418da-b3cf-41c4-a795-106c024686ab,Tangible,41:41.9
9,Bethlehem-Center El Sch,Education and workforce development,Public school,"194 Crawford Rd, Fredericktown",40.0242,-80.028,,NCES Common Core of Data API,4250408,42eaba1e-5522-4bb6-87bd-4ffc3b3b0eea,Tangible,41:41.9
10,Burgettstown El Ctr,Education and workforce development,Public school,"100 Bavington Rd, Burgettstown",40.395596,-80.386811,,NCES Common Core of Data API,4250408,b0febf1e-4955-4ba8-b6c5-ca1309d21a20,Tangible,41:41.9
11,Burgettstown Ms/Hs,Education and workforce development,Public school,"104 Bavington Rd, Burgettstown",40.3973,-80.3862,,NCES Common Core of Data API,4250408,1d095bd0-f1d9-4d62-a892-f3f92719ab16,Tangible,41:41.9
12,California Area Shs,Education and workforce development,Public school,"11 Trojan Way, Coal Center",40.045357,-79.926514,,NCES Common Core of Data API,4250408,a269254f-bbe2-4ffb-9804-c26c5d447616,Tangible,41:41.9
13,California Area Ms,Education and workforce development,Public school,"40 Trojan Way, Coal Center",40.047648,-79.927039,,NCES Common Core of Data API,4250408,bcc4f650-7634-4785-8ce4-f1208cdb16a7,Tangible,41:41.9
14,Wylandville El Sch,Education and workforce development,Public school,"1254 Route 519, Eighty Four",40.2076,-80.1267,,NCES Common Core of Data API,4250408,1f9414d4-d7fe-46fc-b86c-209a0f09ec79,Tangible,41:41.9
15,Canon-Mcmillan Shs,Education and workforce development,Public school,"314 Elm St Extension, Canonsburg",40.2503,-80.1945,,NCES Common Core of Data API,4250408,080dd327-a8b4-4c7d-bbba-bbe9b218fe62,Tangible,41:41.9
16,South Central El,Education and workforce development,Public school,"230 S Central Ave, Canonsburg",40.2546,-80.1856,,NCES Common Core of Data API,4250408,a08cb576-8803-4c46-8af0-81477a095a7f,Tangible,41:41.9
17,Hills-Hendersonville El Sch,Education and workforce development,Public school,"50 Mayview Rd, Canonsburg",40.3081,-80.1298,,NCES Common Core of Data API,4250408,af5e25ca-182f-4f90-a52d-9f563ae87ee1,Tangible,41:41.9
18,Cecil Intrmd Sch,Education and workforce development,Public school,"3676 Millers Run Rd, Mc Donald",40.319,-80.224,,NCES Common Core of Data API,4250408,ddab4214-5cf4-4353-9fcb-15fb9217efe1,Tangible,41:41.9
19,Canonsburg Ms,Education and workforce development,Public school,"25 E College St, Canonsburg",40.2608,-80.1862,,NCES Common Core of Data API,4250408,1853663c-6eb3-4477-b1eb-ef3469e4ceaf,Tangible,41:41.9
20,Borland Manor El Sch,Education and workforce development,Public school,"30 Giffin Dr, Canonsburg",40.2593,-80.167,,NCES Common Core of Data API,4250408,0625958e-2bf2-48bd-8a1f-1c72b1eb6fb9,Tangible,41:41.9
21,Charleroi Area Hs,Education and workforce development,Public school,"100 Fecsen Dr, Charleroi",40.158,-79.9187,,NCES Common Core of Data API,4250408,6bf516e2-6f60-4303-b4ed-19b23b755534,Tangible,41:41.9
22,Charleroi Area Ms,Education and workforce development,Public school,"100 Fecsen Dr, Charleroi",40.1576,-79.9232,,NCES Common Core of Data API,4250408,1c84d19d-988a-4fdc-949b-051a300e9d25,Tangible,41:41.9
23,Charleroi Area El Ctr,Education and workforce development,Public school,"75 Fecsen Dr, Charleroi",40.1565,-79.9228,,NCES Common Core of Data API,4250408,bc57f12e-4e73-4336-872b-ea7fe00bbca0,Tangible,41:41.9
24,Allison Park El Sch,Education and workforce development,Public school,"803 McGovern Rd, Houston",40.2317,-80.2267,,NCES Common Core of Data API,4250408,28bd7b0f-defb-431c-9b21-a30b4dd67e2b,Tangible,41:41.9
25,Chartiers-Houston Jshs,Education and workforce development,Public school,"2050 W Pike St, Houston",40.2328,-80.2158,,NCES Common Core of Data API,4250408,cd45fd8e-da08-41e5-a9c4-9bee2d751db1,Tangible,41:41.9
26,Fort Cherry Jshs,Education and workforce development,Public school,"110 Fort Cherry Road, Mc Donald",40.345989,-80.280146,,NCES Common Core of Data API,4250408,4355da37-d4ef-4ba2-a78c-30aab6bde418,Tangible,41:41.9
27,Fort Cherry El Ctr,Education and workforce development,Public school,"110 Fort Cherry Road, Mc Donald",40.345251,-80.281463,,NCES Common Core of Data API,4250408,eda0ae6d-38be-4aef-aabd-55e92dadabf2,Tangible,41:41.9
28,Joe Walker El Sch,Education and workforce development,Public school,"2510 Park Ave, Washington",40.1205,-80.289,,NCES Common Core of Data API,4250408,cb93dadb-16f9-4d6b-a2a4-e5b7a0637957,Tangible,41:41.9
29,Claysville El Sch,Education and workforce development,Public school,"119 Main St, Claysville",40.1176,-80.4152,,NCES Common Core of Data API,4250408,0b93ed06-5647-44b6-93f3-c44793346b5b,Tangible,41:41.9
30,Mcguffey Hs,Education and workforce development,Public school,"86 McGuffey Drive, Claysville",40.1414,-80.3625,,NCES Common Core of Data API,4250408,33191e44-f9c3-408b-9372-785423e37ab9,Tangible,41:41.9
31,Mcguffey Ms,Education and workforce development,Public school,"86 McGuffey Drive, Claysville",40.1413,-80.3642,,NCES Common Core of Data API,4250408,f8c44130-9ddc-4f22-88f2-a8c1938e2129,Tangible,41:41.9
32,Mcmurray El Sch,Education and workforce development,Public school,"626 E McMurray Rd, McMurray",40.2808,-80.0772,,NCES Common Core of Data API,4250408,7ef81ee3-a595-4c9a-a26a-7281516310f3,Tangible,41:41.9
33,Bower Hill El Sch,Education and workforce development,Public school,"424 Bower Hill Road, Venetia",40.2608,-80.0649,,NCES Common Core of Data API,4250408,3f8c985c-1a19-4a35-86eb-bed3b2c571a9,Tangible,41:41.9
34,Pleasant Valley El Sch,Education and workforce development,Public school,"250 E McMurray Rd, McMurray",40.2669,-80.1197,,NCES Common Core of Data API,4250408,16e5fe1e-5d15-4bb4-b8c9-26cc4b4590bd,Tangible,41:41.9
35,Peters Twp Ms,Education and workforce development,Public school,"625 E McMurray Rd, McMurray",40.2818,-80.0818,,NCES Common Core of Data API,4250408,59c02ed1-8e55-4fe0-b615-2ccb58239710,Tangible,41:41.9
36,Peters Twp Hs,Education and workforce development,Public school,"264 E McMurray Rd, McMurray",40.2679,-80.1183,,NCES Common Core of Data API,4250408,f4d9b631-0c7c-4411-b55a-e8baac1e4f78,Tangible,41:41.9
37,Ringgold El Sch North,Education and workforce development,Public school,"3685 Finleyville-Elrama Rd, Finleyville",40.2557,-79.9935,,NCES Common Core of Data API,4250408,65f92bdf-e404-4330-8523-be7fde20f1f0,Tangible,41:41.9
38,Ringgold Ms,Education and workforce development,Public school,"2 Ram Dr, Monongahela",40.201248,-79.980205,,NCES Common Core of Data API,4250408,de4660ac-0cdc-44f5-bdcb-be4adf4bf6b9,Tangible,41:41.9
39,Ringgold Shs,Education and workforce development,Public school,"1 Ram Drive, Monongahela",40.2002,-79.9789,,NCES Common Core of Data API,4250408,df0330e2-4e87-4331-a831-78a285a7ce37,Tangible,41:41.9
40,Trinity West El Sch,Education and workforce development,Public school,"1041 Gabby Ave, Washington",40.1562,-80.2632,,NCES Common Core of Data API,4250408,1a364376-6127-49d2-a376-ecc9476c6068,Tangible,41:41.9
41,Trinity North El Sch,Education and workforce development,Public school,"225 Midlan Drive, Washington",40.2007,-80.2975,,NCES Common Core of Data API,4250408,46788f4a-0dee-4638-99f4-260f513a151d,Tangible,41:41.9
42,Trinity South El Sch,Education and workforce development,Public school,"2500 S Main Street Ext, Washington",40.1135,-80.206,,NCES Common Core of Data API,4250408,69dee5ad-c4a5-450b-903e-fc2bd271167b,Tangible,41:41.9
43,Trinity East El Sch,Education and workforce development,Public school,"252 Cameron Rd, Washington",40.1886,-80.2101,,NCES Common Core of Data API,4250408,48a4c4f9-9b8f-4b7e-8828-8444f58e5843,Tangible,41:41.9
44,Trinity Shs,Education and workforce development,Public school,"231 Park Ave, Washington",40.1646,-80.2494,,NCES Common Core of Data API,4250408,939862bc-f67c-4496-a8f9-e049ea7b925b,Tangible,41:41.9
45,Trinity Ms,Education and workforce development,Public school,"50 Scenic Dr, Washington",40.1493,-80.2633,,NCES Common Core of Data API,4250408,2877912b-7337-441f-9b7e-b86a452a4366,Tangible,41:41.9
46,Washington Park El Sch,Education and workforce development,Public school,"801 E Wheeling St, Washington",40.1675,-80.225,,NCES Common Core of Data API,4250408,4e805280-f055-40d2-9e69-1530fae86b61,Tangible,41:41.9
47,Washington Hs,Education and workforce development,Public school,"201 Allison Ave, Washington",40.1742,-80.2534,,NCES Common Core of Data API,4250408,43259772-7f94-4c18-984d-c9e57a81c44d,Tangible,41:41.9
48,Washington Junior High School,Education and workforce development,Public school,"201 Allison Avenue, Washington",40.1672,-80.2249,,NCES Common Core of Data API,4250408,af059d10-4e72-486c-bd90-6c40183d7cea,Tangible,41:41.9
49,Mon Valley Ctc,Education and workforce development,Public school,"Five Guttman Avenue, Charleroi",40.1201,-79.8883,,NCES Common Core of Data API,4250408,acd71bac-8104-417f-834e-2a2bbac33693,Tangible,41:41.9
50,Western Area Ctc,Education and workforce development,Public school,"688 Western Ave, Canonsburg",40.2544,-80.246,,NCES Common Core of Data API,4250408,f4cf5ed8-ec2c-4b59-8121-24fdde56f39b,Tangible,41:41.9
51,California Area Intermediate Ms,Education and workforce development,Public school,"40 Trojan Way, Coal Center",40.047648,-79.927039,,NCES Common Core of Data API,4250408,2108812c-6a6e-4f95-b965-9ea5538a9072,Tangible,41:41.9
52,Ringgold El Sch South,Education and workforce development,Public school,"120 Alexander Avenue, Monongahela",40.1737,-79.9134,,NCES Common Core of Data API,4250408,1b20ed36-f40f-44ef-9160-f2d48294e73e,Tangible,41:41.9
53,Muse El Sch,Education and workforce development,Public school,"40 Muse School St, Muse",40.29233,-80.198541,,NCES Common Core of Data API,4250408,2b336af3-93bd-425b-a7c0-f10ac33a9a94,Tangible,41:41.9
0,California University Of Pennsylvania,Education and workforce development,Postsecondary school,"250 University Ave, California",40.064964,-79.88679,,NCES Common Core of Data API,4250408,f1da9514-a5e8-4ff0-9c0f-70253269bc10,Tangible,41:41.9
1,Penn Commercial Business/Technical School,Education and workforce development,Postsecondary school,"242 Oak Spring Road, Washington",40.182387,-80.238844,,NCES Common Core of Data API,4250408,d059253e-44c9-40e7-936d-573ab3fc49e7,Tangible,41:41.9
2,Washington Health System School Of Nursing,Education and workforce development,Postsecondary school,"155 Wilson Ave, Washington",40.183984,-80.245709,,NCES Common Core of Data API,4250408,925ba62f-b32a-415a-956e-4fff30a3a40f,Tangible,41:41.9
3,Washington & Jefferson College,Education and workforce development,Postsecondary school,"60 S Lincoln St, Washington",40.170622,-80.24049,,NCES Common Core of Data API,4250408,fa352f5c-1b31-4376-b1d5-6fbde94705ad,Tangible,41:41.9
4,Western Area Career & Technology Center,Education and workforce development,Postsecondary school,"688 Western Avenue, Canonsburg",40.254722,-80.246117,,NCES Common Core of Data API,4250408,c238dbc2-5fea-4cbd-995f-5e6264ba23f6,Tangible,41:41.9
5,Pennsylvania Western University,Education and workforce development,Postsecondary school,"250 University Avenue, California",40.064964,-79.88679,,NCES Common Core of Data API,4250408,b5b605f2-9ad9-42bd-902a-8517927881c5,Tangible,41:41.9
0,9th Street Park Basketball Courts,Sports and recreation,,Monessen,40.1593818,-79.892929,,Google API,4250408,2d70371f-114a-4c9e-9405-51b3e5ed9044,Tangible,41:41.9
1,Sixth Street Park,Sports and recreation,,Monessen,40.16095749999999,-79.8887614,,Google API,4250408,60b80b21-9ad2-46bb-a031-d1d29d47ac90,Tangible,41:41.9
2,Shawnee Park Basketball Court,Sports and recreation,,Monessen,40.1559546,-79.875513,,Google API,4250408,9b2828bf-948d-422f-a34d-f1ed5aa6ec58,Tangible,41:41.9
3,Charleroi Basketball Court,Sports and recreation,,"1 Chamber Plaza, Charleroi",40.1409289,-79.8965517,,Google API,4250408,bf8e6be9-39f6-4882-a627-6bb93842fe80,Tangible,41:41.9
4,Monessen City Park Tennis Courts,Sports and recreation,,Monessen,40.1465664,-79.8718229,,Google API,4250408,4c39a435-fc4f-4cba-8cc1-c1c45174d07d,Tangible,41:41.9
5,Ringgold Tennis Courts,Sports and recreation,,"1 Ram Dr, Monongahela",40.199559,-79.977673,,Google API,4250408,c1992561-98c7-423a-aaeb-53ad7d8ebc80,Tangible,41:41.9
6,Tennis courts,Sports and recreation,,"2041 Meldon Ave, Donora",40.1861477,-79.8689797,,Google API,4250408,6d5a30c4-e44c-40ef-a95f-4ebeae679b05,Tangible,41:41.9
7,Monessen Soccer Field,Sports and recreation,,"101 Elizabeth St, Monessen",40.1513636,-79.8770458,,Google API,4250408,9c90a498-f5b2-41e7-9b41-97a7353e5c28,Tangible,41:41.9
8,Joe Montana Stadium,Sports and recreation,,"1 Ram Dr, Monongahela",40.1984384,-79.9804648,,Google API,4250408,bb056a59-dc36-4a44-963f-2da3b8e3ef89,Tangible,41:41.9
11,Myron Pottios Stadium,Sports and recreation,,"100 Fecsen Dr, Charleroi",40.1577942,-79.9186358,,Google API,4250408,1d85b094-59d0-4e4b-b69d-cc082a34fa44,Tangible,41:41.9
13,Round Hill Playground,Sports and recreation,,"400 Hereford Dr, Elizabeth",40.2452636,-79.8551384,,Google API,4250408,a615e222-dcb4-419b-9167-020e1d806bb9,Tangible,41:41.9
14,Hillcrest Park Playground,Sports and recreation,,"631 Ridge Ave, Monongahela",40.1922051,-79.9076858,,Google API,4250408,cd868c06-1d63-4e5f-aad0-9d1b12439602,Tangible,41:41.9
15,Shawnee Park Playground,Sports and recreation,,Monessen,40.1558287,-79.8753117,,Google API,4250408,211c1073-a2b9-4753-9789-9113478932d1,Tangible,41:41.9
17,Chess Park,Sports and recreation,,"Chess St, Monongahela",40.20467319999999,-79.9313796,,Google API,4250408,a8065b8b-aa31-4e48-9e9a-89dfa584cc10,Tangible,41:41.9
18,Palmer Park,Sports and recreation,,Donora,40.19320099999999,-79.8646553,,Google API,4250408,51708f0e-5874-4612-af5d-d579902fd708,Tangible,41:41.9
19,Hall Memorial Park,Sports and recreation,,"435 Howard St, New Eagle",40.2119922,-79.9563608,,Google API,4250408,676b2519-568b-4787-af17-6ce6ff16c994,Tangible,41:41.9
20,Round Hill Park,Sports and recreation,,"651 Round Hill Rd, Elizabeth",40.241837,-79.8523763,https://www.alleghenycounty.us/Parks-and-Events/Parks/Round-Hill-Park,Google API,4250408,c3e51856-8943-49a5-8bf8-dba1573a645c,Tangible,41:41.9
21,Crest Avenue Park,Sports and recreation,,Charleroi,40.1400666,-79.9043607,,Google API,4250408,2ffc9a74-c143-4a20-bec2-12850384121a,Tangible,41:41.9
22,Charleroi Community Park,Sports and recreation,,"1 Chamber Plaza, Charleroi",40.1415723,-79.8971324,https://www.facebook.com/Charleroi-Trustees-Community-Park-715031211942009/,Google API,4250408,d89afd16-ac36-4556-bb3d-e1b71717da2d,Tangible,41:41.9
23,Gallatin Sunnyside Park,Sports and recreation,,"1942 Gallatin Tigers Rd, Monongahela",40.1968892,-79.8861417,,Google API,4250408,7d9fa057-540f-4700-9a76-a84928d4cc96,Tangible,41:41.9
24,Mon Valley Country Club,Sports and recreation,,"1188 Country Club Rd, Monongahela",40.1807569,-79.9169055,http://www.monvalleycc.com/,Google API,4250408,7a608ba2-152a-4724-bd8e-f10bbc37728b,Tangible,41:41.9
25,Roll R Way - Donora,Sports and recreation,,"590 Galiffa Dr, Donora",40.1771197,-79.8533988,http://www.rollrway.com/,Google API,4250408,44e77699-d66a-42a0-b494-9856472a1d6e,Tangible,41:41.9
26,Valley Pool & Spa - Charleroi,Sports and recreation,,"751 Lincoln Ave, Charleroi",40.1478298,-79.9063362,http://www.valleypoolspa.com/,Google API,4250408,0e007f6f-b4db-4cb0-bc97-df7c114e00ea,Tangible,41:41.9
27,R & R Pools & Construction,Sports and recreation,,"167 Main St, New Eagle",40.2078423,-79.9453661,http://rrpoolsandconstruction.com/,Google API,4250408,410c31d4-cbbf-4792-b286-e50e1537ad15,Tangible,41:41.9
28,Del Suppo Pools and Spas,Sports and recreation,,"26 McKean Ave, Donora",40.1704965,-79.8590364,https://delsuppopools.com/,Google API,4250408,d41e3d6c-3878-4173-a401-47683caf160b,Tangible,41:41.9
29,Round Hill Spray Park,Sports and recreation,,"351 Hereford Dr, Elizabeth",40.2448383,-79.8561839,,Google API,4250408,edfa4ffd-f56e-4093-baf9-6bcc9df471db,Tangible,41:41.9
30,Monessen Veteran's Memorial,Culture and history,,Monessen,40.1440777,-79.8766744,,Google API,4250408,ebc95cb8-559b-4d5a-aaa2-520633814757,Tangible,41:41.9
31,Mon Valley Memorial Park,Culture and history,,"49 2nd Street Extension, Donora",40.1758741,-79.8782729,https://liferemembered.com/memorial-parks/mon-valley-memorial-park,Google API,4250408,354d3772-4adf-49ac-b910-8c538e62e050,Tangible,41:41.9
32,War Memorial,Culture and history,,"625 W Main St, Monongahela",40.204972,-79.9307044,,Google API,4250408,6e620c3b-1f55-4ac6-acd5-146b88724556,Tangible,41:41.9
33,Hall Memorial Park,Culture and history,,"435 Howard St, New Eagle",40.2119922,-79.9563608,,Google API,4250408,c8243a34-420a-4ea7-8cfd-e9a1074df653,Tangible,41:41.9
34,New Eagle: Route 88 + Memorial Dr,Culture and history,,New Eagle,40.2093805,-79.953467,,Google API,4250408,823d8c3a-0cca-4bc6-8123-a9b5bd7083ee,Tangible,41:41.9
35,House of Jackson Memorial Chapel,Culture and history,,"546 Thompson Ave, Donora",40.1771365,-79.8572467,https://www.houseofjacksonmemorialchapel.com/,Google API,4250408,5c849c70-e1bc-47ec-ad85-f1a3258d2553,Tangible,41:41.9
36,Donora: War Memorial,Culture and history,,Donora,40.168253,-79.8616362,,Google API,4250408,b36b4042-8992-47b3-bafd-b18a372864ff,Tangible,41:41.9
37,Jimmy Rice Memorial Park,Culture and history,,New Eagle,40.2031046,-79.9592305,,Google API,4250408,3ef8bbac-c3f6-43d1-9754-7ad084de973d,Tangible,41:41.9
38,Ken Griffey Memorial Field,Culture and history,,"Annex Field, 700 Orchard Avenue, Donora",40.1786711,-79.869416,,Google API,4250408,7bbfd321-a5bf-4909-93bf-798552d8e393,Tangible,41:41.9
39,Monongahela Cemetery,Culture and history,,"800 Country Club Rd, Monongahela",40.1949806,-79.9216987,http://monongahelacemetery.com/,Google API,4250408,f73dfc1a-ffab-4db2-bb4a-006fe2d58778,Tangible,41:41.9
40,Donora: opp War Memorial,Culture and history,,Donora,40.168485,-79.861248,,Google API,4250408,520fca84-97c0-4a96-b135-8b60c4bb9019,Tangible,41:41.9
41,Boat Launch / Fishing Docks,Culture and history,,"331 3rd St, Monessen",40.1596569,-79.8832765,,Google API,4250408,9b2058a3-59c0-4162-9c80-42c4931cc1b6,Tangible,41:41.9
42,Donora Smog Museum,Culture and history,,"595 McKean Ave, Donora",40.1776775,-79.8564029,http://www.donorahistoricalsociety.org/home,Google API,4250408,12b55157-3db6-4b11-865e-c7b8107b51c8,Tangible,41:41.9
43,Monessen Heritage Museum,Culture and history,,"507 Donner Ave, Monessen",40.1618947,-79.8859488,http://monessenhistoricalsociety.com/,Google API,4250408,9dd8e8d3-e7fa-44f8-bc8d-3aafeee41667,Tangible,41:41.9
44,Monongahela Area Historical Society at the Longwell House,Culture and history,,"711 W Main St, Monongahela",40.205393,-79.9316325,http://www.mahs-pa.org/,Google API,4250408,6a21d19d-547c-4ad3-ac4e-b603973f050c,Tangible,41:41.9
45,Fort Pitt Coal Works,Culture and history,,"768 E Main St, Monongahela",40.1928077,-79.9043433,http://www.fortpittcoal.com/,Google API,4250408,f59624ba-32f1-402d-819d-b4f63128f3c9,Tangible,41:41.9
46,Monessen City Park Amphitheater,Culture and history,,Monessen,40.1457178,-79.8737836,http://www.monessenamphitheater.com/,Google API,4250408,f2abbd74-78a8-4d23-9ffa-a0e064f68eb9,Tangible,41:41.9
47,Off the Wall Arts,Culture and history,,"532 McKean Ave, Charleroi",40.1394348,-79.8982391,,Google API,4250408,8ce805d6-a6b3-4f63-8f51-1c0545a10253,Tangible,41:41.9
49,Victory Hill Civic & Social,Culture and history,,"25 Jones Ln, Monongahela",40.1921299,-79.8893519,,Google API,4250408,3a3d50d1-8949-4fea-83b1-9c289265a98a,Tangible,41:41.9
50,New Eagle Recreation Hall,Culture and history,,"160 Chess St, New Eagle",40.2074984,-79.9466206,,Google API,4250408,365be021-c868-489f-847c-b8b71d0e8497,Tangible,41:41.9
51,Carroll Township Social Hall,Culture and history,,"Baird St, Monongahela",40.1684832,-79.9148816,http://carroll-social-hall.keeq.io/,Google API,4250408,edfcb3cf-7f68-437a-bb72-b1529b55af94,Tangible,41:41.9
52,Southwest Training,Education and workforce development,,"570 Galiffa Dr, Donora",40.1759661,-79.853716,https://swtraining.org/,Google API,4250408,f4d70256-f888-428d-b705-31fe5adb5fdb,Tangible,41:41.9
54,Monongahela Health Officer,Healthcare,,"449 W Main St, Monongahela",40.2036608,-79.9271332,,Google API,4250408,4a23663d-a0cd-42b1-8e7a-9df69da50d7a,Tangible,41:41.9
55,Monessen Health Officer,Healthcare,,"100 3rd St #2, Monessen",40.1608992,-79.8821335,,Google API,4250408,b95de231-e58a-48bc-8090-a07c33cf8a98,Tangible,41:41.9
56,Mon Valley Community Health Services,Healthcare,,"2 Eastgate Ave #101, Monessen",40.1599029,-79.870646,http://monvalleyprimarycare.org/,Google API,4250408,24c392f0-592a-42be-b594-4f78f658ace9,Tangible,41:41.9
57,Penn Highlands Mon Valley,Healthcare,,"1163 Country Club Rd, Monongahela",40.181655,-79.9113036,https://www.monvalleyhospital.com/,Google API,4250408,241e0a11-5962-4a97-8480-fb77d9997ab4,Tangible,41:41.9
58,Monongahela Valley Hospital Clinical Nutrition and Diabetes,Healthcare,,"1163 Country Club Rd, Monongahela",40.1818864,-79.9113593,https://www.monvalleyhospital.com/clinical-nutrition-diabetes.asp,Google API,4250408,9075db3d-6e73-40bd-9605-243082f5eecf,Tangible,41:41.9
59,Full Gospel Fellowship Church,Places of worship,,"10th St & Upper Crest Ave, Charleroi",40.14170319999999,-79.9057832,,Google API,4250408,01f950c0-b150-4a86-8ffb-039f0e5a363b,Tangible,41:41.9
60,"The Church of Jesus Christ (Monongahela, PA)",Places of worship,,"525 6th St, Monongahela",40.2017193,-79.9305944,https://thechurchofjesuschrist.org/location/monongahela/,Google API,4250408,d02001a0-b2fd-4564-af1d-27c60c4ba763,Tangible,41:41.9
61,The Church of God,Places of worship,,Monongahela,40.2047526,-79.9294105,,Google API,4250408,e6037ca5-1247-48a4-95d9-0396193547cc,Tangible,41:41.9
62,First Christian Church,Places of worship,,"630 Chess St, Monongahela",40.20435459999999,-79.9310159,http://www.fcmonongahela.com/,Google API,4250408,c8007df4-06c4-487b-a29a-f3a41bfd976c,Tangible,41:41.9
63,First Christian Church (Disciples of Christ),Places of worship,,"61 Walnut Ridge Rd, Charleroi",40.1484723,-79.937657,https://fcc-charleroi.com/,Google API,4250408,bc9e8133-b2ec-4c5d-a7d0-2b37849ddb3b,Tangible,41:41.9
